,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees
3055,RANGER AVIATION ENTERPRISES INC                   ,MATHIS FIELD MUNICIPAL AIRPORT     ,8802 HANGAR ROAD                   ,                                   ,SAN ANGELO            ,TX,76904,RE9R,SW13,RE9R864J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 15-OCT-1994, , , 2, 3, 11, 20
3056,ROBERTSON AIRCRAFT INC                            ,6909 ROBLE BLANCO SW               ,                                   ,                                   ,ALBUQUERQUE           ,NM,87105,RF1R,SW01,RF1R450K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 13-JUN-1975, , , 1, 1, 1, 2
3057,MISTRAS SERVICES DIVISION                         ,2 MILLBURY STREET                  ,                                   ,                                   ,AUBURN                ,MA,1501,RF2D,EA63,RF2D133L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , , , , 0, 5, 12, 31
3058,MISTRAS SERVICES DIVISION                         ,16F INTERNATIONAL DRIVE            ,                                   ,                                   ,EAST GRANBY           ,CT,6026,RF2R,EA63,RF2R133L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-1953,  6328        ,  1-MAR-2021, 0, 7, 3, 15
3059,PACIFIC OIL COOLER SERVICE INC                    ,1677 CURTISS COURT                 ,                                   ,                                   ,LA VERNE              ,CA,91750,RF3R,WP23,RF3R813L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 2-MAR-1962,  5554        ,  1-DEC-2021, 0, 4, 21, 25
3060,ALBUQUERQUE BALLOON CENTER INC                    ,523 RANKIN RD NE                   ,                                   ,                                   ,ALBUQUERQUE           ,NM,87107,RG1R,SW01,RG1R451K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-NOV-1983, , , 0, 4, 1, 5
3061,STUMPF BALLOONS                                   ,2926 ANDOVER-WESTON ROAD           ,                                   ,                                   ,ANDOVER               ,VT,5143,RG5R,EA65,RG5R170N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-DEC-1982, , , 0, 1, 0, 1
3062,CARPENTER AVIONICS INC                            ,624-B FITZHUGH BLVD.               ,SMYRNA  AIRPORT                    ,                                   ,SMYRNA                ,TN,37167,RH4R,CE19,RH4R492M,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 3-SEP-1963,  6711        ,  15-SEP-2018, 0, 4, 10, 16
3063,GE AVIATION SYSTEMS LLC                           ,14100 ROOSEVELT BLVD               ,                                   ,                                   ,CLEARWATER            ,FL,33762,RI3R,SO35,RI3R816L,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-AUG-1964,  4878        ,  1-AUG-2020, 3, 10, 32, 57
3064,RED WILLOW TRANSPONDER SERVICES                   ,"1900 AIRPORT ROAD, ROOM C          ",                                   ,                                   ,MCCOOK                ,NE,69001,RIYR,CE09,RIYR595H,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-DEC-2011, , , 1, 1, 0, 1
3065,RUDY AIRCRAFT INSTRUMENTS INC                     ,4711 OLD BOWMAN ROAD               ,                                   ,                                   ,RUDY                  ,AR,72952,RIZR,SW11,RIZR316K,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-FEB-1989, , , 0, 1, 0, 2
3066,HAWKER PACIFIC AEROSPACE                          ,11240 SHERMAN WAY                  ,                                   ,                                   ,SUN VALLEY            ,CA,91352,RJ3R,WP01,RJ3R817L,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 24-APR-1987, ,  1-AUG-2018, 53, 35, 119, 323
3067,ROSEMOUNT AEROSPACE INC                           ,14300 JUDICIAL RD                  ,                                   ,                                   ,BURNSVILLE            ,MN,55306,RJLR,GL15,RJLR391K,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-NOV-1989,  4833        ,  1-AUG-2020, 3, 15, 143, 1577
3068,WIPAIRE INC                                       ,1700 HENRY AVE                     ,                                   ,                                   ,S. ST. PAUL           ,MN,55075,RJWR,GL15,RJWR390K,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y, ACTIVE            , 16-MAY-1989,  6194        ,  1-JUL-2021, 39, 5, 24, 89
3069,RICE LAKE AIR CENTER                              ,1872 14-1/2 AVE                    ,                                   ,                                   ,CAMERON               ,WI,54822,RL8R,GL15,RL8R462J,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-AUG-1994, , , 5, 0, 3, 10
3070,AIRCRAFT TOOLING INC                              ,11250 LUNA ROAD                    ,                                   ,                                   ,DALLAS                ,TX,75229,RM1R,SW19,RM1R457K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y, ACTIVE            , 12-JAN-1970,  4109        ,  1-FEB-2022, 4, 3, 12, 23
3071,VENTURA AVIONICS LLC                              ,8100 REPUBLIC AIRPORT              ,                                   ,                                   ,FARMINGDALE           ,NY,11735,RM6R,EA11,RM6R360W,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-AUG-2006, , , 3, 0, 0, 3
3072,ROCKET ENGINEERING CORPORATION                    ,6427 EAST RUTTER                   ,                                   ,                                   ,SPOKANE               ,WA,99212,RN0R,NM13,RN0R650X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , ,  6339        ,  1-MAY-2021, 4, 2, 1, 13
3073,MEMON AIRCRAFT INSTRUMENT SERVICE INC             ,8001 LEMMON AVE  SUITE 254         ,                                   ,                                   ,DALLAS                ,TX,75209,RN1R,SW19,RN1R458K,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-APR-1985, , , 0, 1, 0, 2
3074,RIEGELMAN AVIATION COMPANY LLC                    ,12547 OWEN DRIVE                   ,WINTER 262-634-6551                ,                                   ,PRESQUE ISLE          ,WI,54557,RN7R,GL13,RN7R687Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-APR-2007, , , 1, 1, 0, 1
3075,PRECISION CONTROL FINISHING INC                   ,12150 SOUTH BLOOMFIELD AVE         ,SUITE D                            ,                                   ,SANTA FE SPRINGS      ,CA,90670,RO0R,WP23,RO0R613Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 27-JUL-2006, , , 0, 2, 3, 13
3076,MCCANDLESS AVIONICS L C                           ,1710 35th ST NW                    ,                                   ,                                   ,WAVERLY               ,IA,50677,RO2R,CE01,RO2R142L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-APR-1988, , , 1, 1, 0, 2
3077,CITY OF BANGOR AIRCRAFT REPAIR STATION            ,287 GODFREY BLVD.                  ,BANGOR INTERNATIONAL AIRPORT       ,                                   ,BANGOR                ,ME,4401,RO5R,EA65,RO5R178N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-FEB-1976,  4330        ,  1-AUG-2020, 3, 0, 0, 3
3078,ROMI INDUSTRIES INC                               ,25443 RYE CANYON RD.               ,                                   ,                                   ,VALENCIA              ,CA,91355,RO6R,WP01,RO6R583J,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 0, 1, 2, 3
3079,ROCKWELL AUTOMATION INC                           ,5470 SOUTH HOWELL AVENUE           ,                                   ,                                   ,MILWAUKEE             ,WI,53207,ROIR,GL13,ROIR773L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-OCT-1958, , , 3, 0, 0, 5
3080,DUNCAN AVIATION INC                               ,2900 NW 59th Street                ,                                   ,                                   ,FT LAUDERDALE         ,FL,33309,RQ4R,SO19,RQ4R501M,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 11-SEP-1986, , , 3, 5, 2, 10
3081,JOE BRIGHAM INC                                   ,83 AIRPORT ROAD                    ,P.O. BOX 865                       ,                                   ,CONCORD               ,NH,3302,RS5R,EA65,RS5R182N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 6-OCT-1977, , , 3, 1, 1, 6
3082,PRATT AND WHITNEY ENGINE SERVICES INC             ,15 EAGLE DRIVE                     ,                                   ,                                   ,SOUTH BURLINGTON      ,VT,5403,RT5R,EA65,RT5R183N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-MAR-1979,  6031        ,  1-APR-2021, 24, 0, 0, 31
3083,AMETEK AMERON LLC                                 ,10271 BACH BLVD                    ,                                   ,                                   ,ST. LOUIS             ,MO,63132,RU2R,CE03,RU2R148L,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-SEP-1972,  4712        ,  1-AUG-2020, 3, 2, 1, 10
3084,RUIZ TESTING SERVICES INC                         ,10854 GULFDALE ST.                 ,                                   ,                                   ,SAN ANTONUO           ,TX,78216,RU7R,SW17,RU7R547N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , , , , 0, 3, 5, 7
3085,RSG AVIATION INC                                  ,3901 NORTH MAIN STREET             ,HANGAR 2S                          ,                                   ,FT WORTH              ,TX,76106,RV1R,SW19,RV1R466K,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 6-OCT-1980, , , 17, 5, 24, 45
3086,AIRCRAFT ACCESSORIES OF OKLAHOMA INC              ,2740 N SHERIDAN RD                 ,                                   ,                                   ,TULSA                 ,OK,74115,RV3R,SW15,RV3R829L,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 9-MAY-1974, , , 2, 9, 15, 29
3087,BALLOONING ADVENTURES                             ,3120 Blueberry Drive               ,                                   ,                                   ,New Market            ,TN,37820,RV5R,CE19,RV5R185N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-AUG-1980, , , 0, 1, 0, 1
3088,SIKORSKY AIRCRAFT CORPORATION                     ,1727 SOUTH MAIN STREET             ,                                   ,                                   ,DFW AIRPORT           ,TX,75261,RW1R,SW19,RW1R467K,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N, ACTIVE            , 2-JAN-1981,  4345        ,  1-AUG-2020, 16, 19, 117, 147
3089,BALLOON PORT OF ST LOUIS                          ,6405 GLENDALE COURT                ,                                   ,                                   ,HOUSE SPRINGS         ,MO,63051,RW2R,CE03,RW2R150L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-MAY-1983, , , 0, 1, 2, 3
3090,EASTERN AERO MARINE                               ,5502 NW 37 AVE                     ,                                   ,                                   ,MIAMI                 ,FL,33142,RX3R,SO19,RX3R831L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 23-JUL-1968,  4400        ,  1-AUG-2020, 0, 3, 7, 10
3091,PAE AVIATION AND TECHNICAL SERVICES LLC           ,HANGAR 1002                        ,NAVAL AIR STATION JACKSONVILLE     ,                                   ,JACKSONVILLE          ,FL,32212,RX8R,SO15,RX8R084N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-MAY-1995, , , 20, 2, 1, 29
3092,UPLIFTING ADVENTURES LLC                          ,1791 MILLARD                       ,SUITE D                            ,                                   ,PLANO                 ,TX,75074,RY1R,SW19,RY1R469K,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 1-NOV-1988, , , 0, 2, 0, 3
3093,SMITHS TUBULAR SYSTEMS LACONIA                    ,144 LEXINGTON DRIVE                ,O'SHEA IND PARK                    ,                                   ,LACONIA               ,NH,3246,RY5R,EA65,RY5R188N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-MAR-1982,  4632        ,  1-AUG-2020, 1, 10, 16, 30
3094,ROCKY MOUNTAIN HOT AIR LLC                        ,5075 W. ALASKA PLACE               ,                                   ,                                   ,DENVER                ,CO,80219,RYHR,NM03,RYHR519X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-SEP-2002, , , 0, 3, 0, 3
3095,TROPIC RADIO                                      ,2695 NW56TH STREET HANGAR 53A      ,                                   ,                                   ,FT LAUDERDALE         ,FL,33309,RZ4R,SO19,RZ4R510M,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-JUN-1987, , , 1, 1, 1, 2
3096,SOUTHERN AIR REPAIR CORPORATION                   ,3396 ANDERSON ROAD                 ,                                   ,                                   ,GREENVILLE            ,SC,29611,S00R,SO13,S00R851N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y, ACTIVE            , 10-JUL-1997,  5296        ,  1-FEB-2021, 1, 3, 4, 8
3097,SARASOTA AVIONICS INC                             ,"27220 AIRPORT ROAD, BLDG 211       ",                                   ,                                   ,PUNTA GORDA           ,FL,33982,S0QD,SO35,S0QD632X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 26-OCT-2010, , , 4, 2, 1, 8
3098,SARASOTA AVIONICS INC                             ,120 WEST AIRPORT AVE               ,                                   ,                                   ,VENICE                ,FL,34285,S0QR,SO35,S0QR632X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 26-AUG-2003, , , 2, 6, 4, 13
3099,SARGENT CONTROLS AND AEROSPACE                    ,5675 W BURLINGAME RD               ,                                   ,                                   ,TUCSON                ,AZ,85743,S1CR,WP07,S1CR155N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 25-OCT-1995,  4850        ,  1-FEB-2022, 0, 5, 26, 31
3100,MEGGITT TROY INC                                  ,3 INDUSTRIAL DRIVE                 ,                                   ,                                   ,TROY                  ,IN,47588,S1WR,GL11,S1WR141N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  6102        ,  1-APR-2022, 1, 4, 20, 24
3101,SOUNDAIR REPAIR GROUP LLC                         ,1826 BICKFORD AVENUE               ,                                   ,                                   ,SNOHOMISH             ,WA,98290,S2DR,NM01,S2DR551J,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-JUL-1994,  4883        ,  1-AUG-2020, 4, 14, 33, 51
3102,STEPHENS INVESTMENTS HOLDINGS LLC                 ,2111 BOND AVENUE                   ,HANGER 8                           ,                                   ,LITTLE ROCK           ,AR,72206,S2IR,SW11,S2IR312J,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-APR-2007, , , 4, 1, 2, 7
3103,BRADDOCK METALLURGICAL AEROSPACE SERVICES INC     ,507 INDUSTRIAL WAY                 ,                                   ,                                   ,BOYNTON BEACH         ,FL,33426,S2UR,SO19,S2UR808J,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 20-SEP-1994, , , 0, 2, 8, 10
3104,SOUTHWEST TURBINE INC                             ,3501 N 42ND AVENUE                 ,                                   ,                                   ,PHOENIX               ,AZ,85019,S2WR,WP07,S2WR314J,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-APR-1994,  4034        ,  1-FEB-2021, 1, 6, 6, 19
3105,SOUTHWEST AVIATION SPECIALTIES L L C              ,8720 JACK BATES AVENUE             ,                                   ,                                   ,TULSA                 ,OK,74132,S30R,SW15,S30R818N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N, ACTIVE            , ,  6791        ,  13-DEC-2021, 7, 0, 5, 13
3106,SCHREIB-AIR INC                                   ,"4800 W BEECH DR., STE 8            ",                                   ,                                   ,AUGUSTA               ,KS,67010,S31R,CE07,S31R781H,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-1997, , , 3, 0, 0, 4
3107,THE AVIONICS SPECIALIST INC                       ,MUNICIPAL AIRPORT                  ,1410 FLIGHTLINE DRIVE              ,SUITE B                            ,LINCOLN               ,CA,95648,S3DR,WP25,S3DR062N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 6-APR-1995, , , 0, 1, 3, 4
3108,SWISSPORT CORP                                    ,WASHINGTON DULLES INTERNATIONAL AIR,23941 CARGO DRIVE #36              ,                                   ,DULLES                ,VA,20166,S42R,EA27,S42R543X,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-DEC-2002,  5493        ,  1-JAN-2021, 101, 0, 0, 990
3109,SENSENICH PROPELLER SERVICE INC                   ,1245 PALMOUR PLACE SUITE A         ,                                   ,                                   ,GAINESVILLE           ,GA,30501,S46R,SO11,S46R346N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 25-APR-1997,  6252        ,  1-MAR-2022, 1, 5, 10, 18
3110,SCANDINAVIAN AVIATION ACADEMY INC                 ,1825 NORTH MARSHALL AVE.           ,                                   ,                                   ,EL CAJON              ,CA,92020,S4DR,WP09,S4DR494K,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-FEB-2010, , , 3, 0, 0, 5
3111,SKY HELICOPTERS INC                               ,2559 SOUTH JUPITER ROAD            ,                                   ,                                   ,GARLAND               ,TX,75041,S4HR,SW19,S4HR169Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-MAR-2012, , , 1, 0, 2, 3
3112,SENSOR SYSTEM INC                                 ,8929 FULLBRIGHT AVENUE             ,                                   ,                                   ,CHATSWORTH            ,CA,91311,S4SR,WP01,S4SR422J,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-MAR-1994,  4855        ,  1-AUG-2020, 0, 5, 31, 36
3113,AIRBASE SERVICES INC                              ,2929 NW 73RD STREET                ,                                   ,                                   ,MIAMI                 ,FL,33147,S5BR,SO19,S5BR721J,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-OCT-1994, , , 2, 0, 3, 12
3114,IVANHART INC                                      ,2156 AMERICAN AVENUE               ,                                   ,                                   ,HAYWARD               ,CA,94545,S5UR,WP27,S5UR963J,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAR-1995, , , 1, 5, 4, 10
3115,SKYTEC                                            ,1130 SPRINGTOWN ROAD               ,                                   ,                                   ,ALPHA                 ,NJ,8865,S5YR,EA05,S5YR083N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-MAY-1995, , , 0, 2, 0, 2
3116,SOUTHEAST AEROSPACE INC                           ,1399 GENERAL AVIATION DRIVE        ,MELBOURNE INTERNATIONAL AIRPORT    ,                                   ,MELBOURNE             ,FL,32935,S66R,SO15,S66R266N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N, ACTIVE            , 23-OCT-1995,  5352        ,  1-JUN-2021, 9, 13, 42, 105
3117,SCOTT RICHARD AIRCRAFT MAINTENANCE LCC            ,600 HAYDEN CIRCLE                  ,                                   ,                                   ,ALLENTOWN             ,PA,18109,S6DR,EA05,S6DR164H,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-DEC-2010, , , 5, 0, 2, 11
3118,SNJ AERO MACHINING INC                            ,4990 S.W. 52ND STREET #209         ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33314,S6JR,SO19,S6JR866J,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 18-NOV-1994, , , 0, 1, 0, 1
3119,SONIC AEROSPACE INC                               ,7419 W. BOSTON ST                  ,                                   ,                                   ,CHANDLER              ,AZ,85226,S6MR,WP07,S6MR390X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-JUN-2005, , , 1, 2, 4, 9
3120,SUN AIR JETS LLC                                  ,855 AVIATION DRIVE                 ,                                   ,                                   ,CAMARILLO             ,CA,93010,S6NR,WP01,S6NR042K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 10-SEP-2010, , , 7, 3, 0, 10
3121,SOUTHCOAST PROPELLER SERVICE INC                  ,5750 DUROSE DRIVE                  ,                                   ,                                   ,BESSEMER              ,AL,35022,S6PR,SO09,S6PR302X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  6306        ,  1-NOV-2020, 1, 4, 12, 19
3122,STURGILL TURBINE SERVICE INC                      ,2401 OAK St.                       ,                                   ,                                   ,ABILENE               ,TX,79602,S6TR,SW13,S6TR513J,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 21-MAR-1994,  5550        ,  1-JUL-2021, 1, 2, 0, 3
3123,PLATINUM AVIATION LLC                             ,2025 Airport Rd.                   ,                                   ,                                   ,Kerrville             ,TX,78028,S78R,SW17,S78R151N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-JAN-1996, , , 0, 2, 0, 2
3124,STARR AIRCRAFT PRODUCTS INC                       ,5236 N HWY 1417                    ,                                   ,                                   ,SHERMAN               ,TX,75092,S7AR,SW19,S7AR295J,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-NOV-1993, , , 0, 1, 8, 49
3125,SKURKA AEROSPACE INC                              ,4600 CALLE BOLERO                  ,                                   ,                                   ,CAMARILLO             ,CA,93012,S7GR,WP01,S7GR035N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-DEC-1997,  6101        ,  1-APR-2022, 0, 7, 1, 125
